adoc_file,line_number,excerpt,parameter_name,named,class,value_type,confidence,notes
v-st-ext.adoc,1825,Implementations are allowed to raise a misaligned address exception on whole register loads and stores if the base address is not naturally aligned to the larger of the size of the encoded EEW in bytes (EEW/8) or the implementation's smallest supported SEW size in bytes (SEW_MIN/8).,VECTOR_LS_WHOLEREG_MISSALIGNED_EXCEPTION,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,1876,"If an element accessed by a vector memory instruction is not naturally aligned to the size of the element, either the element is transferred successfully or an address-misaligned exception is raised on that element.",VECTOR_LS_MISSALIGNED_EXCEPTION,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5251,The Zve32f and Zve64x extensions depend on the Zve32x extension.,ZVE32F_ZVE64X_DEPENDENT_ZVE32X,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5252,The Zve64f extension depends on the Zve32f and Zve64x extensions.,ZVE64F_DEPENDENT_ZVE32F_ZVE64X,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5253,The Zve64d extension depends on the Zve64f extension.,ZVE64D_DEPENDENT_ZVE64F,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5255,All Zve* extensions have precise traps.,ZVE_PRECISE_TRAPS,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5267,All Zve* extensions do not support EEW=64 for index values when XLEN=32.,ZVE_EEW64_NSUPPORT_XLEN32,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5272,"the `vmulh` integer multiply variants that return the high word of the product (`vmulh.vv`, `vmulh.vx`, `vmulhu.vv`, `vmulhu.vx`, `vmulhsu.vv`, `vmulhsu.vx`) are not included for EEW=64 in Zve64*.",ZVE64_EEW64_NSUPPORT_VMULH,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5280,`vsmul.vv` and `vsmul.vx` are not included in EEW=64 in Zve64*.,ZVE64_EEW64_NSUPPORT_VSMUL,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5289,"Zve32x and Zve64x do not include those with floating-point operands, and Zve64f does not include those with EEW=64 floating-point operands.",ZVE32X_ZVE64X_NSUPPORT_FREG,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5292,The Zve32x extension depends on the Zicsr extension.,ZVE32X_DEPENDENT_ZICSR,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5293,The Zve32f and Zve64f extensions depend upon the F extension,ZVE32F_ZVE64F_DEPENDENT_F,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5306,The `misa.v` bit is set for implementations providing `misa` and supporting V.,MISA_V_OP,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5308,The V vector extension has precise traps.,V_PRECISE_TRAPS,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5310,The V vector extension depends upon the Zvl128b and Zve64d extensions.,V_DEPENDENT_ZVL128B_ZVE64D,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5327,The V extension does not support EEW=64 for index values when XLEN=32.,V_INSTR_LS_EEW64_NSUPPORTED_XLEN32,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5344,The V extension depends upon the F and D extensions,V_DEPENDENT_F_D,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5363,The Zvfhmin extension depends on the Zve32f extension.,ZVFHMIN_DEPENDENT_ZVE32F,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5381,The Zvfh extension depends on the Zve32f and Zfhmin extensions.,ZVFH_DEPENDENT_ZVE32F_ZFHMIN,no,DOC_RULE,binary,high,newly discovered
v-st-ext.adoc,5407,Vector instructions with EGS > VLMAX are reserved.,EGS_GE_VLMAX_RSV,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5420,"When an operand is a vector of element groups, the `vl` setting must correspond to an integer multiple of the element group size, with other values of `vl` reserved.",EGS_VL_RSV,no,NORM_DIRECT,binary,high,newly discovered
v-st-ext.adoc,5427,"When AVL > VLMAX, the value of `vl` must be set to either VLMAX or a positive integer multiple of EGSMAX.",EGS_VL_AVL,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,189,"For all of the vector crypto instructions in this specification, `EEW`=`SEW`.",VECCRYPTO_EEW_EQUALS_SEW,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,213,"Since `vl` and `vstart` refer to elements, Vector Crypto instructions that use elements groups (See <<crypto-vector-element-groups>>) require that these values are an integer multiple of the Element Group Size (`EGS`).",VECCRYPTO_VL_VSTART_EGS_CONSTRAINT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,216,Instructions that violate the `vl` or `vstart` requirements are _reserved_.,VECCRYPTO_VL_VSTART_VIOLATION_RESERVED,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,233,"For element-group instructions, `LMUL`*`VLEN` must always be at least as large as `EGW`, otherwise an _illegal-instruction exception_ is raised, even if `vl`=0.",VECCRYPTO_LMUL_VLEN_EGW_CONSTRAINT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,252,Some Vector Crypto instructions are only defined for a specific `SEW`. In such a case all other `SEW` values are _reserved_.,VECCRYPTO_SEW_SPECIFIC_RESERVED,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,270,"In the case of the `.vs` instructions defined in this specification, `vs2` holds a 128-bit scalar element group.",VECCRYPTO_VS_INSTRUCTIONS_VS2_128BIT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,271,"For implementations with `VLEN` ≥ 128, `vs2` refers to a single register. Thus, the `vd` register group must not overlap the `vs2` register. However, in implementations where `VLEN` < 128, `vs2` refers to a register group comprised of the number of registers needed to hold the 128-bit scalar element group. In this case, the `vd` register group must not overlap this `vs2` register group.",VECCRYPTO_VS_INSTRUCTIONS_VD_VS2_OVERLAP,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,310,"they return _vector_ results to `vd`, which is also a source vector operand.",VECCRYPTO_VS_INSTRUCTIONS_VD_VECTOR_RESULT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,320,"These instructions enable a single key, specified as a scalar element group in `vs2`, to be applied to each element group of register group `vd`.",VECCRYPTO_VS_INSTRUCTIONS_KEY_APPLICATION,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,370,"The <<zvknh,Zvknhb>> and <<zvbc>> Vector Crypto Extensions --and accordingly the composite extensions <<Zvkn>>, <<Zvknc>>, <<Zvkng>>, and <<Zvksc>>-- depend on Zve64x.",ZVKNHB_ZVBC_COMPOSITE_DEPEND_ZVE64X,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,373,All of the other Vector Crypto Extensions depend on `Zve32x`.,OTHER_VECCRYPTO_DEPEND_ZVE32X,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,383,It is important to note that the Vector Crypto instructions are independent of the implementation of the `Zkt` extension and do not require that `Zkt` is implemented.,VECCRYPTO_INDEPENDENT_ZKT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,413,These instructions are only defined for `SEW`=64.,ZVBC_SEW64_ONLY,no,NORM_CSR_WARL,binary,high,newly discovered
vector-crypto.adoc,463,All of these instructions work on 128-bit element groups comprised of four 32-bit elements.,ZVKG_EGW128B_ELEM32B,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,475,"To help avoid side-channel timing attacks, these instructions shall be implemented with data-independent timing.",ZVKG_DATA_INDEPENDENT_TIMING,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,477,The number of element groups to be processed is `vl`/`EGS`. `vl` must be set to the number of `SEW=32` elements to be processed and therefore must be a multiple of `EGS=4`.,ZVKG_VL_CONSTRAINT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,479,"Likewise, `vstart` must be a multiple of `EGS=4`.",ZVKG_VSTART_CONSTRAINT,no,NORM_DIRECT,binary,high,newly discovered
vector-crypto.adoc,3349,`zvknha`: `SEW` is any value other than 32,VSHA2MS_ZVKNHA_SEW_SUPPORT,no,NORM_CSR_WARL,set,high,newly discovered
vector-crypto.adoc,3350,`zvknhb`: `SEW` is any value other than 32 or 64,VSHA2MS_ZVKNHB_SEW_SUPPORT,no,NORM_CSR_WARL,set,high,newly discovered
vector-crypto.adoc,3456,`SEW` is any value other than 32,VSM3C_SEW_SUPPORT,no,NORM_CSR_WARL,set,high,newly discovered
vector-crypto.adoc,3598,`SEW` is any value other than 32,VSM3ME_SEW_SUPPORT,no,NORM_CSR_WARL,set,high,newly discovered
vector-crypto.adoc,3730,`SEW` is any value other than 32,VSM4K_SEW_SUPPORT,no,NORM_CSR_WARL,set,high,newly discovered
vector-crypto.adoc,3890,`SEW` is any value other than 32,VSM4R_SEW_SUPPORT,no,NORM_CSR_WARL,set,high,newly discovered
zabha.adoc,50,The same exception options as specified in the A extension are applicable in cases where the address is not naturally aligned.,MISALIGNED_AMO,yes,NORM_DIRECT,enum,high,
zacas.adoc,139,"`AMOCAS.W/D/Q` requires that the address held in `rs1` be naturally aligned to the size of the operand (i.e., 16-byte aligned for _quadwords_, eight-byte aligned for _doublewords_, and four-byte aligned for _words_).",MISALIGNED_AMOCAS,no,NORM_DIRECT,enum,high,newly discovered
zalasr.adoc,22,"If the address is not naturally aligned, an address-misaligned exception or an access-fault exception will be generated.",ZALASR_MISALIGNED_EXCEPTION_TYPE,no,NORM_DIRECT,enum,high,newly discovered
zalasr.adoc,25,"The misaligned atomicity granule PMA, defined in Volume II of this manual, optionally relaxes this alignment requirement.",ZALASR_MISALIGNED_ATOMICITY_GRANULE,no,NORM_DIRECT,range,medium,newly discovered
zawrs.adoc,30,`WRS.STO` (WRS-with-short-timeout) is provided that works like `WRS.NTO` but bounds the stall duration to an implementation-define short timeout such that the stall is terminated on the timeout if no other conditions have occurred to terminate the stall.,WRS_STO_TIMEOUT_DURATION,no,NORM_DIRECT,value,high,newly discovered
zawrs.adoc,67,"While stalled, an implementation is permitted to occasionally terminate the stall and complete execution for any reason.",WRS_EARLY_TERMINATION_POLICY,no,NORM_DIRECT,binary,medium,newly discovered
zawrs.adoc,72,"When the `TW` (Timeout Wait) bit in `mstatus` is set and `WRS.NTO` is executed in any privilege mode other than M mode, and it does not complete within an implementation-specific bounded time limit, the `WRS.NTO` instruction will cause an illegal-instruction exception.",WRS_NTO_TW_TIMEOUT_DURATION,no,NORM_DIRECT,value,high,newly discovered
zawrs.adoc,76,"When executing in VS or VU mode, if the `VTW` bit is set in `hstatus`, the `TW` bit in `mstatus` is clear, and the `WRS.NTO` does not complete within an implementation-specific bounded time limit, the `WRS.NTO` instruction will cause a virtual-instruction exception.",WRS_NTO_VTW_TIMEOUT_DURATION,no,NORM_DIRECT,value,high,newly discovered
zc.adoc,1421,It is implementation defined whether interrupts can also be taken during the sequence execution.,INTERRUPTS_ALLOWED_IN_PUSHPOP,no,NORM_DIRECT,binary,high,newly discovered
zc.adoc,1442,"It is platform defined whether the core implementation waits for the bus responses before continuing to the final stage of the sequence, or handles errors responses after completing the PUSH instruction.",PUSHPOP_BUS_FAULT_HANDLING,no,NORM_DIRECT,binary,high,newly discovered
zc.adoc,2439,"The jvt register is an XLEN-bit WARL read/write register that holds the jump table configuration, consisting of the jump table base address (BASE) and the jump table mode (MODE).",JVT_READ_ONLY,yes,NORM_CSR_RW,binary,high,
zc.adoc,2442,"If jvt is writable, the set of values the register may hold can vary by implementation.",JVT_BASE_MASK,yes,NORM_CSR_WARL,bitmask,high,
zc.adoc,2463,"jvt.mode is a WARL field, so can only be programmed to modes which are implemented.",JVT_BASE_TYPE,yes,NORM_CSR_WARL,set,high,
zfa.adoc,175,Other _rm_ values are _reserved_.,FCVTMOD_RM_RESERVED_BEHAVIOR,no,NORM_DIRECT,enum,medium,newly discovered
zfinx.adoc,147,"In the standard privileged architecture defined in Volume II, the `mstatus` field FS is hardwired to 0 if the Zfinx extension is implemented, and FS no longer affects the trapping behavior of floating-point instructions or `fcsr` accesses.",MSTATUS_FS_LEGAL_VALUES,yes,NORM_CSR_WARL,set,high,
zicond.adoc,49,"Furthermore, if the Zkt extension is implemented, this instruction's timing is independent of the data values in _rs1_ and _rs2_.",ZKT_EXTENSION_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
zicsr.adoc,244,"The hardware platform may define that accesses to certain CSRs are strongly ordered, as defined by the Memory-Ordering PMAs section in Volume II of this manual.",CSR_STRONGLY_ORDERED,no,NORM_DIRECT,set,high,newly discovered
zifencei.adoc,108,"For forward compatibility, base implementations shall ignore these fields, and standard software shall zero these fields.",FENCE_I_RESERVED_FIELD_BEHAVIOR,no,NORM_DIRECT,binary,high,newly discovered
zihintntl.adoc,154,"In the event that a trap is taken on the target instruction, implementations are discouraged from applying the NTL to the first instruction in the trap handler. Instead, implementations are recommended to ignore the HINT in this case.",NTL_TRAP_BEHAVIOR,no,NORM_DIRECT,binary,medium,newly discovered
zihintpause.adoc,5,The duration of its effect must be bounded and may be zero.,PAUSE_DURATION,no,NORM_DIRECT,range,high,newly discovered
zilsd.adoc,35,"Even if naturally aligned, the memory access might not be performed atomically.",ZILSD_8BYTE_ATOMIC,no,NORM_DIRECT,binary,high,newly discovered
zilsd.adoc,36,"If the effective address is a multiple of 4, then each word access is required to be performed atomically.",ZILSD_4BYTE_WORD_ATOMIC,no,NORM_DIRECT,binary,medium,newly discovered
zpm.adoc,13,The tag checks themselves can be implemented in software or hardware.,PM_TAG_CHECK_IMPLEMENTATION,no,NORM_DIRECT,binary,high,newly discovered
zpm.adoc,95,"The current standard only supports PMLEN=XLEN-48 (i.e., PMLEN=16 in RV64) and PMLEN=XLEN-57 (i.e., PMLEN=7 in RV64).",PMLEN,yes,NORM_DIRECT,enum,high,
zpm.adoc,218,the supported values of PMLEN may depend on the effective privilege mode.,PMLEN_PER_MODE_SUPPORT,no,NORM_DIRECT,set,medium,newly discovered
zpm.adoc,219,Trying to enable pointer masking in an unsupported scenario represents an illegal write to the corresponding pointer masking enable bit and follows WARL semantics.,PM_ENABLE_WARL_BEHAVIOR,no,NORM_CSR_WARL,binary,high,newly discovered
ztso-st-ext.adoc,35,"Additionally, if the Ztso extension is implemented, then vector memory instructions in the V extension and Zve family of extensions follow RVTSO at the instruction level.",ZTSO_EXTENSION_IMPLEMENTED,no,NORM_DIRECT,binary,high,newly discovered
